Date,Mean_Temp
4/22/17,49
4/23/17,54.5
4/24/17,56.5
4/25/17,65.5
4/26/17,67
4/27/17,51.5
4/28/17,50
4/29/17,43
4/30/17,44.5
5/1/17,51
5/2/17,46
5/3/17,45.5
5/4/17,48.5
5/5/17,51
5/6/17,51
5/7/17,47.5
5/8/17,45.5
5/9/17,51.5
5/10/17,55.5
5/11/17,57
5/12/17,59
5/13/17,64.5
5/14/17,61
5/15/17,66
5/16/17,74
5/17/17,73
5/18/17,63
5/19/17,46.5
5/20/17,56
5/21/17,58
5/22/17,60.5
5/23/17,58.5
5/24/17,57.5
5/25/17,60.5
5/26/17,61.5
5/27/17,65
5/28/17,66.5
5/29/17,66
5/30/17,64
5/31/17,63
6/1/17,66
6/2/17,69.5
6/3/17,70.5
6/4/17,79
6/5/17,67
6/6/17,65
6/7/17,66.5
